Gene	baseMean	log2FoldChange	lfcSE	pvalue	padj	comparison
Gas1	272.3242729	0.31315851	0.095592855	5.42e-06	0.000355803	NLGF3.vs.WT3
LOC101055953	9.803089592	-1.710390029	0.662706243	5.4e-06	0.000355803	NLGF3.vs.WT3
Supt16	2028.029124	-0.252563788	0.064620814	5.45e-06	0.000355803	NLGF3.vs.WT3
Lysmd2	650.9176364	0.275579604	0.074048593	5.51e-06	0.000358075	NLGF3.vs.WT3
Chchd10	2367.785518	0.333625782	0.11140176	5.56e-06	0.000359918	NLGF3.vs.WT3
Lamtor2	710.296054	-0.319184326	0.100364689	5.63e-06	0.000363392	NLGF3.vs.WT3
Mapk1	14779.12274	0.2960082	0.084955883	5.74e-06	0.000369212	NLGF3.vs.WT3
Atxn2	3652.252116	0.201221527	0.048362954	5.85e-06	0.000374164	NLGF3.vs.WT3
Zfp385b	1154.602732	0.256702895	0.066512639	5.88e-06	0.000374164	NLGF3.vs.WT3
Zfp960	34.34595668	1.000540344	0.346501654	5.87e-06	0.000374164	NLGF3.vs.WT3
Dbx2	348.9720372	0.249623267	0.064014207	6.08e-06	0.000385687	NLGF3.vs.WT3
Nfia	4869.950561	0.228980069	0.057111281	6.38e-06	0.000403204	NLGF3.vs.WT3
Sec24b	1707.223878	0.248826952	0.063964008	6.44e-06	0.00040508	NLGF3.vs.WT3
Hnrnpf	844.671376	-0.261471042	0.068857265	6.48e-06	0.000405433	NLGF3.vs.WT3
Rmdn3	1059.516653	-0.246326765	0.063090927	6.49e-06	0.000405433	NLGF3.vs.WT3
Acsf3	433.9555294	-0.259507139	0.068207624	6.67e-06	0.000415367	NLGF3.vs.WT3
Zscan22	287.582077	0.251978654	0.065393138	6.83e-06	0.000423625	NLGF3.vs.WT3
Zxdc	926.2020211	0.205165286	0.049964889	6.87e-06	0.000424716	NLGF3.vs.WT3
Sppl3	2278.581458	0.19082086	0.04582898	6.92e-06	0.000426642	NLGF3.vs.WT3
Gpr158	5244.726735	0.204191881	0.04973767	7.02e-06	0.00043086	NLGF3.vs.WT3
Ppie	188.6884405	-0.274158158	0.074992742	7.22e-06	0.000442049	NLGF3.vs.WT3
Pdha1	4640.9221	-0.274163962	0.075185435	7.45e-06	0.000454448	NLGF3.vs.WT3
Ninl	211.3703147	-0.308920842	0.096011937	7.55e-06	0.000459127	NLGF3.vs.WT3
Pfdn6	873.7338946	-0.351087469	0.130388206	7.59e-06	0.000459979	NLGF3.vs.WT3
Gpr22	2115.882748	0.42753221	0.188037275	7.66e-06	0.000462517	NLGF3.vs.WT3
Psmc4	1815.735829	-0.201870221	0.049411013	7.96e-06	0.000478678	NLGF3.vs.WT3
Ppp2r5e	3232.519859	0.183277884	0.044079823	8.04e-06	0.000482291	NLGF3.vs.WT3
Tmem131	3399.429818	0.220676499	0.055272932	8.14e-06	0.000486188	NLGF3.vs.WT3
Acp2	1594.864708	0.198790284	0.048607137	8.26e-06	0.00049203	NLGF3.vs.WT3
Fbxl17	3858.851603	0.182259117	0.043889061	8.36e-06	0.000494551	NLGF3.vs.WT3
Gm2573	16.82113047	-1.059042706	0.382716097	8.35e-06	0.000494551	NLGF3.vs.WT3
Atp6v1g2	8015.276347	0.25124105	0.066122146	8.5e-06	0.00050143	NLGF3.vs.WT3
Spc24	24.32090331	-0.522289571	0.241802789	8.62e-06	0.000506871	NLGF3.vs.WT3
Simc1	437.3467108	0.273545259	0.076049298	8.97e-06	0.000525289	NLGF3.vs.WT3
D130037M23Rik	169.9717825	0.530843821	0.246915469	9.06e-06	0.000528879	NLGF3.vs.WT3
Tug1	2506.015209	0.352326666	0.134741212	9.24e-06	0.00053765	NLGF3.vs.WT3
Gm6793	26.77088174	-1.203031348	0.43694567	9.34e-06	0.000541795	NLGF3.vs.WT3
Atf7	1231.018315	0.227495893	0.058142012	9.7e-06	0.00055886	NLGF3.vs.WT3
Bbs2	414.2659393	-0.214263287	0.053814921	9.68e-06	0.00055886	NLGF3.vs.WT3
Exosc2	277.8437684	-0.296770268	0.090103815	9.77e-06	0.00056095	NLGF3.vs.WT3
Dnaja3	1676.024186	-0.153439937	0.036442776	9.92e-06	0.000564155	NLGF3.vs.WT3
Esyt2	3839.488577	0.240877016	0.062924358	9.92e-06	0.000564155	NLGF3.vs.WT3
Gpr75	289.9481744	0.255080007	0.068367893	9.85e-06	0.000564155	NLGF3.vs.WT3
Mkrn1	2914.20664	-0.251098942	0.066832614	9.98e-06	0.000564155	NLGF3.vs.WT3
Rpl35a	1712.461746	-0.268584609	0.074326063	9.95e-06	0.000564155	NLGF3.vs.WT3
Herpud2	1251.117178	0.219132798	0.055519175	1.01e-05	0.000568414	NLGF3.vs.WT3
Tab2	1930.141221	0.237872121	0.061929411	1.01e-05	0.000569731	NLGF3.vs.WT3
2210418O10Rik	36.63305611	-1.245274499	0.464968928	1.05e-05	0.000585149	NLGF3.vs.WT3
Cxxc5	1965.499023	0.245010779	0.064699187	1.05e-05	0.000585149	NLGF3.vs.WT3
Acsl3	4583.472747	-0.245106342	0.064823368	1.07e-05	0.000592093	NLGF3.vs.WT3
Gins4	332.5399529	-0.27161503	0.076230925	1.07e-05	0.000592093	NLGF3.vs.WT3
Chmp2a	1342.935817	-0.280254813	0.0808675	1.08e-05	0.000596002	NLGF3.vs.WT3
Snord64	52.98689766	1.238654405	0.465372154	1.08e-05	0.000596002	NLGF3.vs.WT3
Zfp580	335.9863501	0.317739999	0.107318769	1.08e-05	0.000596002	NLGF3.vs.WT3
Fbxo33	1069.119272	0.290584543	0.087068359	1.09e-05	0.000597062	NLGF3.vs.WT3
Xk	683.1163985	0.319067632	0.108742834	1.11e-05	0.000604854	NLGF3.vs.WT3
Gm4786	14.05953673	-1.315895319	0.508255277	1.14e-05	0.000619224	NLGF3.vs.WT3
Hs2st1	1723.839401	0.216234131	0.055014749	1.14e-05	0.000619224	NLGF3.vs.WT3
Smap1	1453.668655	0.195979205	0.048715795	1.15e-05	0.000619224	NLGF3.vs.WT3
Stx4a	764.224823	-0.287527417	0.085598524	1.15e-05	0.000619224	NLGF3.vs.WT3
Gm39728	10.48075499	1.455344504	0.605405577	1.19e-05	0.000641042	NLGF3.vs.WT3
Ddx1	3234.065755	-0.242915579	0.064610837	1.22e-05	0.000653912	NLGF3.vs.WT3
Aff2	1127.45466	0.264003777	0.073470145	1.23e-05	0.000656363	NLGF3.vs.WT3
Cpd	4736.433593	0.211236754	0.053732376	1.26e-05	0.000666475	NLGF3.vs.WT3
Megf9	3719.206203	0.192945118	0.048068838	1.26e-05	0.000666475	NLGF3.vs.WT3
Trnp1	2838.333369	0.281160862	0.082543572	1.26e-05	0.000666475	NLGF3.vs.WT3
2410015M20Rik	712.7778823	-0.240789015	0.063982147	1.27e-05	0.000667533	NLGF3.vs.WT3
Srbd1	369.5424642	-0.211834686	0.053942227	1.26e-05	0.000667533	NLGF3.vs.WT3
Sp3	1456.737705	0.298948705	0.094398367	1.27e-05	0.00066896	NLGF3.vs.WT3
Trim45	260.4517199	-0.252888158	0.068813753	1.28e-05	0.000669067	NLGF3.vs.WT3
Rpl32l	29.98921069	-0.992865083	0.396483204	1.3e-05	0.000680163	NLGF3.vs.WT3
Camsap2	8177.950675	0.152706583	0.036835683	1.33e-05	0.000689495	NLGF3.vs.WT3
Gm5088	67.45309564	-1.035355556	0.410934868	1.33e-05	0.000689495	NLGF3.vs.WT3
Ttc41	97.74140242	-0.463073562	0.223197333	1.33e-05	0.000689495	NLGF3.vs.WT3
Snx11	604.3371076	-0.279544482	0.082102236	1.34e-05	0.000690162	NLGF3.vs.WT3
Tbca	429.636019	-0.273964463	0.079031823	1.34e-05	0.000691103	NLGF3.vs.WT3
Rps4x	4171.442118	-0.217954573	0.056176813	1.35e-05	0.000692351	NLGF3.vs.WT3
Bpgm	1357.304112	-0.221834196	0.057530683	1.37e-05	0.000694278	NLGF3.vs.WT3
Emx2	437.6647572	0.27433087	0.079345334	1.36e-05	0.000694278	NLGF3.vs.WT3
Foxo1	1686.592364	0.282574568	0.084035881	1.36e-05	0.000694278	NLGF3.vs.WT3
Mllt3	1141.080636	0.229741854	0.06027937	1.37e-05	0.000694278	NLGF3.vs.WT3
Gpr12	582.0473656	0.247118115	0.066854745	1.38e-05	0.000698321	NLGF3.vs.WT3
Ddrgk1	1117.806991	-0.302619227	0.098211949	1.39e-05	0.000700816	NLGF3.vs.WT3
Kctd20	1720.941807	-0.18018605	0.044621711	1.41e-05	0.0007066	NLGF3.vs.WT3
Gm30181	40.09236947	-1.185095695	0.471717818	1.42e-05	0.000709787	NLGF3.vs.WT3
Cers6	2590.089746	0.22815854	0.059905746	1.43e-05	0.000716244	NLGF3.vs.WT3
Bms1	804.838806	-0.237158078	0.063209162	1.44e-05	0.00071757	NLGF3.vs.WT3
Slc25a16	1082.154692	0.202394144	0.051383315	1.44e-05	0.00071757	NLGF3.vs.WT3
Gart	980.1976051	-0.245490909	0.066507303	1.47e-05	0.000727438	NLGF3.vs.WT3
H1fx	835.5448538	0.326141904	0.119600887	1.49e-05	0.000737721	NLGF3.vs.WT3
Ifngr2	1630.991769	0.221232607	0.057678674	1.5e-05	0.000738999	NLGF3.vs.WT3
Mblac2	650.9228528	0.284605504	0.086211004	1.51e-05	0.000741554	NLGF3.vs.WT3
4930447M23Rik	163.9475242	0.510461492	0.253009246	1.53e-05	0.000746118	NLGF3.vs.WT3
Nbr1	4946.348977	-0.162299561	0.03976537	1.53e-05	0.000746118	NLGF3.vs.WT3
Ndufs2	4112.420427	-0.189672411	0.047645118	1.52e-05	0.000746118	NLGF3.vs.WT3
Tvp23b	467.2386565	-0.28257224	0.085076073	1.53e-05	0.000746118	NLGF3.vs.WT3
Gm42162	68.83706477	-0.993577565	0.409761068	1.54e-05	0.000747159	NLGF3.vs.WT3
LOC102634709	34.55460361	-0.790634616	0.352701412	1.56e-05	0.000756326	NLGF3.vs.WT3
Zc3h12b	1177.666391	0.230590985	0.061287399	1.62e-05	0.000779575	NLGF3.vs.WT3
Srsf5	2786.620988	-0.293389949	0.093316391	1.67e-05	0.000804019	NLGF3.vs.WT3
Ndufs6	735.1519153	-0.219140012	0.057465614	1.71e-05	0.000818574	NLGF3.vs.WT3
Prrt1	4222.486784	0.343693992	0.138504047	1.71e-05	0.000818682	NLGF3.vs.WT3
Becn1	2050.579803	-0.27931847	0.084150417	1.73e-05	0.000825071	NLGF3.vs.WT3
Phb	1534.65372	-0.298600659	0.097730576	1.73e-05	0.000825071	NLGF3.vs.WT3
Jund	4041.928989	0.309918329	0.107333091	1.74e-05	0.000825072	NLGF3.vs.WT3
Nutf2-ps1	15.60047174	-1.237901582	0.526300642	1.78e-05	0.00084125	NLGF3.vs.WT3
Hax1	625.3839307	-0.208179167	0.0539588	1.79e-05	0.000842702	NLGF3.vs.WT3
Ivns1abp	2131.888735	-0.238330826	0.06470271	1.8e-05	0.000849577	NLGF3.vs.WT3
Fam160b1	1180.730487	0.162512735	0.040227744	1.82e-05	0.000856108	NLGF3.vs.WT3
Ahcy	559.7062049	-0.281410018	0.085958674	1.83e-05	0.000857423	NLGF3.vs.WT3
Elp4	579.8254119	0.273893989	0.081558181	1.87e-05	0.000866871	NLGF3.vs.WT3
Epc2	1399.812986	0.205422036	0.053208111	1.86e-05	0.000866871	NLGF3.vs.WT3
Gm13375	308.3738251	0.283665986	0.087590465	1.86e-05	0.000866871	NLGF3.vs.WT3
Ndufa9	1872.263793	-0.304147947	0.10335502	1.87e-05	0.000866871	NLGF3.vs.WT3
Rtn3	24866.26329	0.20526657	0.053226443	1.9e-05	0.000878105	NLGF3.vs.WT3
Casc4	2461.035223	0.279255195	0.084963446	1.91e-05	0.000879156	NLGF3.vs.WT3
Ids	12748.58627	0.289748551	0.092191846	1.92e-05	0.000883809	NLGF3.vs.WT3
Itgb1bp1	459.2753623	-0.226906298	0.060729365	1.94e-05	0.000888016	NLGF3.vs.WT3
Garem	2201.89714	0.232536396	0.062857155	1.95e-05	0.00089383	NLGF3.vs.WT3
Ddx19b	882.8283356	-0.218033252	0.057632343	1.96e-05	0.000894981	NLGF3.vs.WT3
COX1	233588.6629	0.419268205	0.20510066	1.97e-05	0.000895171	NLGF3.vs.WT3
Hist1h4n	102.928484	0.493162434	0.251937849	1.98e-05	0.000895171	NLGF3.vs.WT3
Ppm1b	2290.678784	-0.215703578	0.056859227	1.98e-05	0.000895171	NLGF3.vs.WT3
Hist2h2aa1	35.40474804	-0.825090395	0.377572843	2e-05	0.000901891	NLGF3.vs.WT3
Echdc1	158.0641536	-0.285460449	0.089660474	2.02e-05	0.000910725	NLGF3.vs.WT3
Timm13	1015.692784	-0.272783717	0.081659993	2.05e-05	0.000920136	NLGF3.vs.WT3
Fnta	1031.775742	-0.216832611	0.057481871	2.1e-05	0.000939978	NLGF3.vs.WT3
Snupn	228.0481138	-0.243561143	0.067658637	2.13e-05	0.000953184	NLGF3.vs.WT3
Ccs	314.6595268	-0.313281593	0.113806703	2.15e-05	0.000953611	NLGF3.vs.WT3
Fez1	4955.386762	-0.211486565	0.05572862	2.14e-05	0.000953611	NLGF3.vs.WT3
Gm3244	13.34505731	-0.951888562	0.423591424	2.14e-05	0.000953611	NLGF3.vs.WT3
Mmachc	331.5237817	0.288056614	0.092223024	2.15e-05	0.000953611	NLGF3.vs.WT3
Luc7l	2393.814034	-0.256087696	0.073356759	2.18e-05	0.000963681	NLGF3.vs.WT3
Alg2	3785.4003	0.168816929	0.042482794	2.19e-05	0.00096455	NLGF3.vs.WT3
Mthfd2l	148.7456794	0.272232791	0.081932222	2.2e-05	0.00096586	NLGF3.vs.WT3
Tmed5	548.0554431	0.373875829	0.171746765	2.21e-05	0.000968567	NLGF3.vs.WT3
Cluap1	501.2931812	-0.228598494	0.061960514	2.22e-05	0.000970125	NLGF3.vs.WT3
Ggact	364.1747565	0.263307645	0.077213879	2.27e-05	0.000983597	NLGF3.vs.WT3
Hnrnpa1	4107.85471	-0.250069384	0.070796419	2.26e-05	0.000983597	NLGF3.vs.WT3
LOC108168395	96.14684363	0.408302946	0.200637125	2.26e-05	0.000983597	NLGF3.vs.WT3
Gm8615	13.04768597	-1.009705321	0.450586055	2.28e-05	0.000988101	NLGF3.vs.WT3
Srsf4	345.5610518	-0.27084683	0.081507735	2.3e-05	0.000994345	NLGF3.vs.WT3
Brd8	1329.093863	-0.215424693	0.05737613	2.31e-05	0.000994573	NLGF3.vs.WT3
Ctsl	1873.411881	-0.28052439	0.087756756	2.34e-05	0.001005244	NLGF3.vs.WT3
Ogfrl1	4713.502544	0.294079583	0.09827325	2.4e-05	0.001029136	NLGF3.vs.WT3
Rpl14-ps1	79.34739783	-0.589038457	0.305663937	2.41e-05	0.00102977	NLGF3.vs.WT3
Gm12657	41.49330424	-0.991847259	0.449573766	2.42e-05	0.001034101	NLGF3.vs.WT3
Nup107	413.3155876	-0.197482412	0.051551842	2.43e-05	0.001034135	NLGF3.vs.WT3
Zfp771	675.5204463	0.330644872	0.133302701	2.46e-05	0.001043885	NLGF3.vs.WT3
Atp5j2	1911.528308	-0.274294073	0.084412812	2.52e-05	0.001069313	NLGF3.vs.WT3
Rac1	6724.854797	0.226796166	0.061899524	2.54e-05	0.001072509	NLGF3.vs.WT3
Hist1h3h	39.40949905	0.648549977	0.333448863	2.6e-05	0.001096557	NLGF3.vs.WT3
Elmod1	4827.935905	0.255247301	0.074208839	2.64e-05	0.001111063	NLGF3.vs.WT3
Ndufs1	3081.823072	-0.242370803	0.068359685	2.65e-05	0.001113514	NLGF3.vs.WT3
Mrpl24	342.1056414	-0.265195095	0.079471612	2.66e-05	0.001115529	NLGF3.vs.WT3
Samm50	1733.922106	-0.289155033	0.095909104	2.73e-05	0.001138471	NLGF3.vs.WT3
Phgdh	1947.436067	-0.254517857	0.074140782	2.76e-05	0.001148768	NLGF3.vs.WT3
Col16a1	162.8263875	-0.32483524	0.130260028	2.81e-05	0.001158246	NLGF3.vs.WT3
Hint2	238.2992556	-0.255584502	0.074785792	2.81e-05	0.001158246	NLGF3.vs.WT3
Rfwd2	1519.37623	-0.199158759	0.052607877	2.81e-05	0.001158246	NLGF3.vs.WT3
Rnd2	1196.844462	-0.30827935	0.113549227	2.8e-05	0.001158246	NLGF3.vs.WT3
Ube2j1	2400.624	0.209477106	0.05606993	2.79e-05	0.001158246	NLGF3.vs.WT3
Lap3	1261.573762	-0.219457977	0.059813607	2.93e-05	0.001201895	NLGF3.vs.WT3
Ccdc47	2714.741438	-0.221774034	0.060682416	2.93e-05	0.001202703	NLGF3.vs.WT3
Eif3f	2310.262015	0.203434992	0.054222625	2.96e-05	0.001203822	NLGF3.vs.WT3
Igf2bp3	177.1891915	0.315413172	0.12166751	2.96e-05	0.001203822	NLGF3.vs.WT3
Stk19	286.9902078	-0.270600879	0.083555993	2.96e-05	0.001203822	NLGF3.vs.WT3
Ldhb	7952.521848	-0.222845528	0.061205812	3.01e-05	0.001224172	NLGF3.vs.WT3
Rexo4	725.5602373	-0.269445964	0.083078892	3.04e-05	0.001230148	NLGF3.vs.WT3
Cpped1	802.809747	0.183851882	0.047966512	3.05e-05	0.001232291	NLGF3.vs.WT3
St8sia3os	31.00377896	0.442834386	0.234798824	3.05e-05	0.001232291	NLGF3.vs.WT3
Tle4	2113.999523	0.238521741	0.06754378	3.07e-05	0.001237206	NLGF3.vs.WT3
Slc25a23	12072.41203	0.211280722	0.057096724	3.08e-05	0.001238169	NLGF3.vs.WT3
Ubl4a	753.6618919	0.24011265	0.068277687	3.1e-05	0.001243613	NLGF3.vs.WT3
Kifc1	34.21408021	-0.395695469	0.199652282	3.12e-05	0.001244206	NLGF3.vs.WT3
Marcks	4581.304101	0.324856538	0.132500541	3.12e-05	0.001244206	NLGF3.vs.WT3
Apoa1bp	887.3465939	-0.212893401	0.057798543	3.18e-05	0.001265881	NLGF3.vs.WT3
Asrgl1	4241.100518	-0.243854505	0.070094923	3.2e-05	0.001269466	NLGF3.vs.WT3
Gal3st3	2093.292142	0.28909267	0.098008775	3.2e-05	0.001269622	NLGF3.vs.WT3
Gpr34	191.4974181	0.413624181	0.214998353	3.21e-05	0.00127072	NLGF3.vs.WT3
LOC108168114	23.44021749	-0.943912405	0.45923736	3.24e-05	0.001273323	NLGF3.vs.WT3
P2ry12	671.679959	0.351060415	0.160068485	3.23e-05	0.001273323	NLGF3.vs.WT3
Anp32a	2652.250462	0.189802678	0.050078515	3.27e-05	0.001282999	NLGF3.vs.WT3
Fabp5	1423.84227	-0.281045989	0.092056687	3.34e-05	0.001308589	NLGF3.vs.WT3
Dgcr8	705.7116586	-0.224858129	0.062520759	3.38e-05	0.001321922	NLGF3.vs.WT3
Shisa9	1545.666905	0.27372482	0.086925638	3.39e-05	0.001321922	NLGF3.vs.WT3
Afg3l1	856.8094179	-0.221096392	0.061115162	3.41e-05	0.001326454	NLGF3.vs.WT3
Gm8623	51.00490178	-0.991991838	0.487388834	3.44e-05	0.001328539	NLGF3.vs.WT3
Nfatc3	520.8357872	0.280355413	0.091846988	3.43e-05	0.001328539	NLGF3.vs.WT3
Zfp708	69.45012837	0.382058661	0.190721716	3.43e-05	0.001328539	NLGF3.vs.WT3
Sra1	494.7462493	-0.223544026	0.062125259	3.46e-05	0.001336459	NLGF3.vs.WT3
Timm44	643.9150494	-0.233424564	0.066121808	3.5e-05	0.001347935	NLGF3.vs.WT3
Rufy1	770.1802545	-0.198855444	0.053327069	3.52e-05	0.001349659	NLGF3.vs.WT3
Sptlc1	718.808288	-0.230634157	0.065007277	3.52e-05	0.001349659	NLGF3.vs.WT3
Bax	487.382574	-0.246413928	0.072063125	3.63e-05	0.001387112	NLGF3.vs.WT3
Rnaseh1	159.8299243	-0.284879443	0.096245195	3.65e-05	0.00139297	NLGF3.vs.WT3
Usp38	892.5731372	0.162400398	0.041951238	3.66e-05	0.001394154	NLGF3.vs.WT3
Gm2225	39.0855844	-1.015669421	0.507443304	3.67e-05	0.001395235	NLGF3.vs.WT3
Gm10080	15.36769439	-0.801875979	0.41384656	3.69e-05	0.001399286	NLGF3.vs.WT3
Gabrb3	9645.201611	0.2461509	0.072116384	3.73e-05	0.001404169	NLGF3.vs.WT3
Hcls1	129.7371391	-0.277968876	0.090984828	3.71e-05	0.001404169	NLGF3.vs.WT3
Map2k4	4849.014593	0.223722165	0.062544031	3.72e-05	0.001404169	NLGF3.vs.WT3
Tmem181c-ps	62.74386798	-0.534915478	0.298590787	3.75e-05	0.001409526	NLGF3.vs.WT3
Ttc19	1583.176919	0.191461708	0.05110357	3.76e-05	0.001410628	NLGF3.vs.WT3
Cnpy4	221.8423462	-0.259723974	0.079246293	3.79e-05	0.001418219	NLGF3.vs.WT3
Hspd1	3319.160384	-0.229737591	0.065060353	3.81e-05	0.00142432	NLGF3.vs.WT3
9330151L19Rik	180.3531081	0.338216518	0.151560003	3.86e-05	0.001432344	NLGF3.vs.WT3
Cycs	1250.196959	-0.220310062	0.061382967	3.84e-05	0.001432344	NLGF3.vs.WT3
Eya4	147.1410235	0.292723134	0.104051167	3.87e-05	0.001432344	NLGF3.vs.WT3
Zbtb2	339.4619995	0.246035029	0.072302897	3.87e-05	0.001432344	NLGF3.vs.WT3
Kdelr1	1005.745417	0.237940226	0.068692533	3.92e-05	0.001450585	NLGF3.vs.WT3
Zyg11b	9607.683457	0.215243725	0.059587525	3.94e-05	0.001453874	NLGF3.vs.WT3
Ccnt2	924.2324457	0.17667167	0.046584655	4.03e-05	0.001479339	NLGF3.vs.WT3
Gbp6	40.98976707	-0.808177683	0.423585354	4.03e-05	0.001479339	NLGF3.vs.WT3
Znrd1	221.6063734	-0.221978649	0.062258853	4.03e-05	0.001479339	NLGF3.vs.WT3
Psmb7	2249.418307	-0.275898864	0.090445198	4.05e-05	0.00148134	NLGF3.vs.WT3
Srp54c	377.256717	-0.282735163	0.0958941	4.06e-05	0.001481742	NLGF3.vs.WT3
Psmb6	1662.061331	-0.226612823	0.064151015	4.08e-05	0.001487308	NLGF3.vs.WT3
Park7	2279.169413	-0.255579764	0.077613885	4.12e-05	0.001496907	NLGF3.vs.WT3
Gm5601	38.66299545	-0.536818151	0.30405118	4.14e-05	0.00149694	NLGF3.vs.WT3
Mrpl18	620.7644703	-0.211845952	0.058554472	4.14e-05	0.00149694	NLGF3.vs.WT3
Msl2	2051.879807	0.195254475	0.052712795	4.13e-05	0.00149694	NLGF3.vs.WT3
Pgm3	251.7505892	-0.242957413	0.071403091	4.21e-05	0.00151779	NLGF3.vs.WT3
Aldh1l1	1559.824714	-0.24668945	0.07325345	4.25e-05	0.001528831	NLGF3.vs.WT3
Psph	313.0118822	-0.223696202	0.063213894	4.27e-05	0.001533185	NLGF3.vs.WT3
Bcap31	1170.507406	-0.211595161	0.058620516	4.29e-05	0.001538613	NLGF3.vs.WT3
Ankrd29	595.8195875	0.260709318	0.080965659	4.33e-05	0.001545998	NLGF3.vs.WT3
Gm14296	45.57112107	-0.839993207	0.443608732	4.34e-05	0.001545998	NLGF3.vs.WT3
Uqcrh	1807.465252	-0.196356201	0.053269901	4.34e-05	0.001545998	NLGF3.vs.WT3
Med8	381.9394515	-0.20342819	0.055777469	4.39e-05	0.001563052	NLGF3.vs.WT3
Ncor1	11115.69195	0.125679908	0.031915592	4.41e-05	0.001563847	NLGF3.vs.WT3
Sae1	1612.374758	-0.221038668	0.062335935	4.41e-05	0.001563847	NLGF3.vs.WT3
Hmgn5	125.1753367	0.580104432	0.330498298	4.47e-05	0.001580492	NLGF3.vs.WT3
Ftsj3	841.8777795	-0.255206725	0.078222978	4.56e-05	0.001607465	NLGF3.vs.WT3
Dync1li2	6423.206372	-0.223880595	0.063654613	4.58e-05	0.001611285	NLGF3.vs.WT3
G3bp1	1959.665413	-0.167374711	0.044086423	4.58e-05	0.001611285	NLGF3.vs.WT3
Snrnp27	596.4821304	-0.245750946	0.073376939	4.62e-05	0.001620715	NLGF3.vs.WT3
H2-T23	193.7702472	-0.392325465	0.209158665	4.64e-05	0.001625628	NLGF3.vs.WT3
Bloc1s1	700.8120949	-0.259139852	0.08072971	4.69e-05	0.001634218	NLGF3.vs.WT3
Cndp2	1314.304181	-0.263814596	0.083616396	4.68e-05	0.001634218	NLGF3.vs.WT3
Dock2	188.4461926	-0.252130481	0.076880429	4.76e-05	0.001655104	NLGF3.vs.WT3
Dmxl1	3056.920968	0.274071391	0.091128213	4.81e-05	0.001666802	NLGF3.vs.WT3
Gm10037	53.99328864	-0.381530611	0.200619367	4.81e-05	0.001666802	NLGF3.vs.WT3
Plscr4	111.9409911	0.329652127	0.148346303	4.85e-05	0.001679142	NLGF3.vs.WT3
Blmh	1090.166894	-0.210323977	0.05875866	4.91e-05	0.001693812	NLGF3.vs.WT3
Gm15421	59.85155509	-0.937850917	0.504233771	4.91e-05	0.001693812	NLGF3.vs.WT3
Gm10052	154.4132554	-0.819700547	0.446695067	4.93e-05	0.001696912	NLGF3.vs.WT3
Gltscr1l	2426.719637	0.188822078	0.051224642	4.96e-05	0.001704211	NLGF3.vs.WT3
Ep300	4563.207454	0.149323168	0.038888223	4.97e-05	0.001704451	NLGF3.vs.WT3
Gm35934	69.43128563	0.327324214	0.146681569	5.02e-05	0.001717488	NLGF3.vs.WT3
Hyou1	5123.753663	-0.221860552	0.063325968	5.03e-05	0.001717651	NLGF3.vs.WT3
Mrpl44	414.3349763	-0.189535888	0.051566402	5.1e-05	0.001735249	NLGF3.vs.WT3
Snrpa	860.5433093	0.249058401	0.075786317	5.1e-05	0.001735249	NLGF3.vs.WT3
Dnajc14	1521.5372	-0.255852819	0.079579321	5.12e-05	0.001739311	NLGF3.vs.WT3
Sox2	1132.286515	0.220055553	0.062709407	5.14e-05	0.00173968	NLGF3.vs.WT3
Cdc123	1142.000509	-0.198589408	0.05471628	5.15e-05	0.001740095	NLGF3.vs.WT3
Gbp2	100.6241764	-0.897928326	0.491000429	5.23e-05	0.001766113	NLGF3.vs.WT3
Ndufaf7	554.0415131	-0.216912462	0.06164883	5.32e-05	0.001789236	NLGF3.vs.WT3
Qser1	799.3588378	0.302139045	0.119758955	5.32e-05	0.001789236	NLGF3.vs.WT3
Pygo1	702.7938872	0.235893742	0.069675067	5.35e-05	0.001796026	NLGF3.vs.WT3
Mea1	877.3693202	-0.271011612	0.090180968	5.39e-05	0.001805106	NLGF3.vs.WT3
Btg1	953.3747085	0.245652294	0.074451434	5.41e-05	0.001806796	NLGF3.vs.WT3
Etfb	722.8732506	-0.290856056	0.108086183	5.42e-05	0.00180914	NLGF3.vs.WT3
Maml2	1029.124887	0.309120966	0.1284309	5.51e-05	0.001834434	NLGF3.vs.WT3
Zfp729a	345.2466903	0.312832149	0.132894688	5.56e-05	0.001847362	NLGF3.vs.WT3
Slitrk3	3162.641234	0.215179977	0.061240082	5.62e-05	0.001864152	NLGF3.vs.WT3
Gm19522	62.47359086	0.42431518	0.242727478	5.63e-05	0.00186548	NLGF3.vs.WT3
Orc3	1578.227135	0.256429518	0.080979477	5.77e-05	0.001907603	NLGF3.vs.WT3
Srsf12	432.1238921	0.248682358	0.076559479	5.78e-05	0.00190765	NLGF3.vs.WT3
Tfpt	373.7994223	-0.266277163	0.087665869	5.87e-05	0.001931846	NLGF3.vs.WT3
Eif2b2	642.9904397	-0.23026618	0.067804743	5.96e-05	0.001950868	NLGF3.vs.WT3
Papd4	375.4254535	0.280132131	0.099239046	5.96e-05	0.001950868	NLGF3.vs.WT3
Pfdn2	1247.322663	-0.260031199	0.083529177	5.95e-05	0.001950868	NLGF3.vs.WT3
Kpna1	3507.394461	0.250682912	0.077969937	6e-05	0.001959153	NLGF3.vs.WT3
Lrrc28	561.5809166	0.2014867	0.056391717	6e-05	0.001959153	NLGF3.vs.WT3
